id,imdb_id,overview
2197,tt0889222,"On the one hand, there's the desert eating away at the land. The endless dry season, the lack of water. On the other there's the threat of war. The village well has run dry. The livestock is dying. Trusting their instinct, most of the villagers leave and head south. Rahne, the only literate one, decides to head east with his three children and Mouna, his wife. A few sheep, some goats and Chamelle, a dromedary, are their only riches. A tale of exodus, quest, hope and fatality. Rahne and his family travel across hostile lands under a lethal sun, walking endlessly onwards and frequently crossing paths with death. But ""Sounds of sand"" is also a parable about determination and eternity that takes us in the footsteps of Shasha, a nomad child full of the joys of life, whose tenacity and strength will conquer her father's love.—Marion Hänsel"
44486,tt1109488,"The discovery of life on Mars places a robotic expedition and a manned mission in a race to the Red Planet. On the way we discover that love - biological, spiritual, and even mechanical - can flourish in all kinds of ways."
161545,tt2456720,"Three men, each completely and utterly innocent in the eyes of their mothers, find themselves behind bars at the mercy of the Law. They are united by two things: politics and the dark forces plotting against them."
221171,tt1075340,"Morons, but they think among themselves they are clever instead."
61035,tt1543017,"A nine-year-old girl who has just moved with her parents to Hamburg, Germany is desperate to find a best friend."
222517,tt0128076,The king and the queen conceive Snow White during a sexual relationship in the snow.
107052,tt0080488,An Italian laborer foils anyone who tries to stop him from selling espresso on a night train to Naples.
59156,tt0079211,"The squalid life of meek bookkeeper Vittorio is interrupted when he becomes friends with police officer Sauro. Vittorio is introduced to gun shooting, at which he proves to be gifted. This fact shakes up his dull existence, which he might wish he'd never left once he gets into trouble with gangsters.—Stefano Bartolozzi <stefano@sbcweb.com>"
79750,tt0068641,"In Mussolini's Rome a murderer is targeting young girls. The movie explores how the fascist mind works, how it plays its values off the sentiment of the masses and explores the role of the press in creating a unified narrative."
56369,tt0063650,"Marino decided to go to Rome to win back his girlfriend. After many hardships their paths eventually crossed but to his shock, he discovered that she is now married to a deaf and mute man."
82481,tt0049717,Paolo Anselmi is a happily single man. He lives in a flat with a friend but is forced to leave when the friend gets married. He then goes to a boarding house where he flirts with a girl but ditches her when she proposes marriage. When he goes and visits his mother he finds out that she is also trying to find the right girl for him. Is he going to surrender this time?—Salvatore Santangelo <pappagone2@libero.it>
186630,tt0134668,An italian film producer travels to Argentina with part of the crew to a Film Festival contest.
61911,tt0057837,Four episodes satirising modern marriages and the lack of affection which leads to infidelity.
195413,tt0052921,
48937,tt0052352,"The ""casanova"" gondolier Bepi struggles to accept his future monogamous life, being Venice a hub of attracting tourists."
80374,tt0044141,"An aging, down-and-out public employee must face the primary school examination."
56920,tt0056604,"The Marquis Galeazzo di Torre Alta is murdered by a mysterious killer who calls himself Diabolicus. His heirs are his three brothers and a sister, but all of them except Monsignor Antonino di Torre Alta are killed by Diabolicus. The police are unable to solve the case, but when Antonino gives his inheritance to Pasquale Bonocore--illegitimate son of his father--and Pasquale is in prison and therefore can't be the killer, all the clues are in the hand of the police.—Piergiorgio Romani <p.romani@flashnet.it>"
340961,tt0056020,"Luiz Bonfá, João Gilberto and Antonio Carlos Jobim appear as themselves in this Italian light comedy set in Brasil."
54166,tt0061656,A waitress helps a scientist flee the Nazis.
44937,tt1636727,"Amélie would have liked to be born in Paris, in a stylish neighborhood. Her mother would have been as beautiful as a princess and her father would have had a beautiful suit and a beautiful tie, like a president of the republic. They would have lived in a beautiful house, the size of a castle, with lights everywhere and beautiful red curtains, but hey - We didn't ask her opinion - Her name is Amélie Bodin, she was born in the fields, in among the bees and her own life, it's not going to be a fairy tale."
13733,tt0464059,"Patrick has one problem: Sami. His best friend and huge hypochondriac. After a misunderstanding, Sami thinks he has three months to live. He asks Patrick to follow him around the globe for a cure."
58188,tt0063288,The eventful ascent of a doctor in the corrupted Italian healthcare system.
162382,tt0056995,Sordi gives a deep and touching comic performance as an Italian fur merchant who is going to Sweden for the first time to attend the annual fur auctions in Stockholm. The movie depicts the clash between his fantasies about sex in Sweden with the reality of what he finds.—<dankatz@ix.netcom.com>
62397,tt0057274,"Primary school teacher Mr. Mombelli, nevertheless satisfied with his life, is driven by his wife to resign and starting a new activity. He invest all his goodwill setting up a footwear little factory. But after some time, unexpectedly, a financial review by fiscal authorities drive the firm to ruin. Ada, his wife, starts to be unfaithful and this is another strong hit to his life. But it isn't still enough, a tragedy is waiting Mombelli behind the corner.—1felco"
60046,tt0054442,An unemployed man gets a job as traffic policeman but the traffic in the big city creates innumerous problems for the poor guy.
60195,tt0050263,"Alberto, a newspaper man, tries a one-time shot of living the good life with the help of his penniless mentor."
